Title,star-sum,product-price__regular,product sell price,Description,image,Category
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11310 i9 2,4GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.919,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641517/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11410 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"6.559,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641519/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12010 i9 2,4GHz, 64GB RAM, 512GB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.759,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 512 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641521/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12110 i9 2,4GHz, 64GB RAM, 1TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.189,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641523/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12310 i9 2,4GHz, 64GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"5.719,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641526/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12410 i9 2,4GHz, 64GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"7.039,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641528/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00100 i9 2,3GHz, 16GB RAM, 2TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.499,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641530/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00300 i9 2,3GHz, 16GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"5.859,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641535/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01000 i9 2,3GHz, 32GB RAM, 1TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.199,00 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641537/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01100 i9 2,3GHz, 32GB RAM, 2TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.949,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641538/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01200 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.679,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641541/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01300 i9 2,3GHz, 32GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"6.339,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641544/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02000 i9 2,3GHz, 64GB RAM, 1TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.959,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641547/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02200 i9 2,3GHz, 64GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"5.379,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641549/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02300 i9 2,3GHz, 64GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"6.819,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641550/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10130 i9 2,4GHz, 16GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.179,99 €",,,https://media.nbb-cdn.de/images/products/660000/669351/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10230 i9 2,4GHz, 16GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.659,99 €",,,https://media.nbb-cdn.de/images/products/660000/669356/1_MB_Pro_16_Zoll_silber_front_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10330 i9 2,4GHz, 16GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.379,99 €",,,https://media.nbb-cdn.de/images/products/660000/669359/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10030 i9 2,4GHz, 16GB RAM, 512GB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"3.929,99 €",,,https://media.nbb-cdn.de/images/products/660000/669365/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10430 i9 2,4GHz, 16GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.819,99 €",,,https://media.nbb-cdn.de/images/products/660000/669376/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11130 i9 2,4GHz, 32GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.659,99 €",,,https://media.nbb-cdn.de/images/products/660000/669381/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11230 i9 2,4GHz, 32GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.139,99 €",,,https://media.nbb-cdn.de/images/products/660000/669391/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11330 i9 2,4GHz, 32GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.859,99 €",,,https://media.nbb-cdn.de/images/products/660000/669399/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11030 i9 2,4GHz, 32GB RAM, 512GB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.419,99 €",,,https://media.nbb-cdn.de/images/products/660000/669402/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11430 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.299,99 €",,,https://media.nbb-cdn.de/images/products/660000/669407/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12130 i9 2,4GHz, 64GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.139,99 €",,,https://media.nbb-cdn.de/images/products/660000/669412/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12230 i9 2,4GHz, 64GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.619,99 €",,,https://media.nbb-cdn.de/images/products/660000/669420/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12330 i9 2,4GHz, 64GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.339,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) unbekannt CPU
 AMD Radeon Pro 5600M 8192 MB Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/660000/669424/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00020 i9 2,3GHz, 16GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"3.929,99 €",,,https://media.nbb-cdn.de/images/products/660000/669502/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00120 i9 2,3GHz, 16GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.409,99 €",,,https://media.nbb-cdn.de/images/products/660000/669505/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00220 i9 2,3GHz, 16GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.129,99 €",,,https://media.nbb-cdn.de/images/products/660000/669507/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00320 i9 2,3GHz, 16GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"6.579,99 €",,,https://media.nbb-cdn.de/images/products/660000/669508/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01020 i9 2,3GHz, 32GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.719,99 €",,,https://media.nbb-cdn.de/images/products/660000/669509/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01120 i9 2,3GHz, 32GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.889,99 €",,,https://media.nbb-cdn.de/images/products/660000/669510/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01220 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.609,99 €",,,https://media.nbb-cdn.de/images/products/660000/669513/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01320 i9 2,3GHz, 32GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.059,99 €",,,https://media.nbb-cdn.de/images/products/660000/669514/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02020 i9 2,3GHz, 64GB RAM, 1TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"4.889,99 €",,,https://media.nbb-cdn.de/images/products/660000/669515/1_MB_Pro_16_Zoll_silber_front_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02120 i9 2,3GHz, 64GB RAM, 2TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"5.369,99 €",,,https://media.nbb-cdn.de/images/products/660000/669516/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02320 i9 2,3GHz, 64GB RAM, 8TB SSD, Radeon Pro 5600M, macOS - Touch Bar",-7,"7.539,99 €",,,https://media.nbb-cdn.de/images/products/660000/669520/MacBook_Pro16_2.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11000 i9 2,4GHz, 32GB RAM, 512GB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"3.349,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 32 GB RAM | 512 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641041/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12200 i9 2,4GHz, 64GB RAM, 2TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"4.569,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 64 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641088/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12300 i9 2,4GHz, 64GB RAM, 4TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"5.289,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641091/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12220 i9 2,4GHz, 64GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.739,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641613/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00210 i9 2,3GHz, 16GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.799,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641635/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-00310 i9 2,3GHz, 16GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"6.319,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641645/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10020 i9 2,4GHz, 16GB RAM, 512GB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"3.509,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 512 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641695/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10120 i9 2,4GHz, 16GB RAM, 1TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"3.759,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641727/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10220 i9 2,4GHz, 16GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.269,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641731/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10320 i9 2,4GHz, 16GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.039,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641733/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-10420 i9 2,4GHz, 16GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"6.549,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641734/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11020 i9 2,4GHz, 32GB RAM, 512GB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.009,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 512 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641737/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
