Title,star-sum,product-price__regular,product sell price,Description,image,Category
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11120 i9 2,4GHz, 32GB RAM, 1TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"3.809,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641738/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11220 i9 2,4GHz, 32GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.509,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641739/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11320 i9 2,4GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.079,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641740/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-11420 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"7.059,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641742/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12020 i9 2,4GHz, 64GB RAM, 512GB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.519,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 512 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641745/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12120 i9 2,4GHz, 64GB RAM, 1TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.259,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641747/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12220 i9 2,4GHz, 64GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.289,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641748/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12320 i9 2,4GHz, 64GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.449,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641750/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y1-12420 i9 2,4GHz, 64GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"7.729,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641752/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00110 i9 2,3GHz, 16GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"3.479,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641754/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00210 i9 2,3GHz, 16GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.329,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641755/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-00310 i9 2,3GHz, 16GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"6.319,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641758/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01110 i9 2,3GHz, 32GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.039,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641766/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01210 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.309,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641771/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-01310 i9 2,3GHz, 32GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"6.829,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641775/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02010 i9 2,3GHz, 64GB RAM, 1TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"3.699,00 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 1000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641779/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02110 i9 2,3GHz, 64GB RAM, 2TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.489,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 2000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641783/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02210 i9 2,3GHz, 64GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"5.499,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 4000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641787/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Silber 2019 CZ0Y3-02310 i9 2,3GHz, 64GB RAM, 8TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"7.339,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 64 GB RAM | 8000 GB SSD
 macOS | Silber | 2 kg",https://media.nbb-cdn.de/images/products/640000/641791/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"HP ZBook Fury 17 G7 119W5EA 17,3"" UHD IPS DC, Intel i9-10885H, 32GB RAM, 1TB SSD, NVIDIA Quadro RTX4000, Windows 10 Pro",0,"4.326,00 €",,,https://media.nbb-cdn.de/images/products/680000/686740/Alder_17_G7_TurboSilver_FrontLeft.png?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01200 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.679,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/640371/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10100 i9 2,4GHz, 16GB RAM, 1TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"3.139,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 16 GB RAM | 1000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/640499/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10200 i9 2,4GHz, 16GB RAM, 2TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"3.619,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 16 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/640545/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10300 i9 2,4GHz, 16GB RAM, 4TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"4.309,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 16 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/640551/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10400 i9 2,4GHz, 16GB RAM, 8TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"5.759,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641038/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11100 i9 2,4GHz, 32GB RAM, 1TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"3.499,00 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 32 GB RAM | 1000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641047/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11200 i9 2,4GHz, 32GB RAM, 2TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"4.099,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 32 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641050/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11300 i9 2,4GHz, 32GB RAM, 4TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"4.779,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641054/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11400 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"6.229,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641060/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12000 i9 2,4GHz, 64GB RAM, 512GB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"3.839,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 64 GB RAM | 512 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641065/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12100 i9 2,4GHz, 64GB RAM, 1TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"4.099,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 64 GB RAM | 1000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641067/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12400 i9 2,4GHz, 64GB RAM, 8TB SSD, Radeon Pro 5300M, macOS - Touch Bar",-7,"6.669,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5300M Grafik
 64 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641094/MacBook_Pro16_1.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0Y0-01210 i9 2,3GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M (8GB), macOS - Touch Bar",-7,"4.739,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 8192 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641127/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10010 i9 2,4GHz, 16GB RAM, 512GB SSD, Radeon Pro 5500M (4GB), macOS - Touch Bar",-7,"3.019,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 512 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641300/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10210 i9 2,4GHz, 16GB RAM, 2TB SSD, Radeon Pro 5500M (4GB), macOS - Touch Bar",-7,"3.739,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641308/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10310 i9 2,4GHz, 16GB RAM, 4TB SSD, Radeon Pro 5500M (4GB), macOS - Touch Bar",-7,"4.449,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641311/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-10410 i9 2,4GHz, 16GB RAM, 8TB SSD, Radeon Pro 5500M (4GB), macOS - Touch Bar",-7,"5.849,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 16 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641314/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11210 i9 2,4GHz, 32GB RAM, 2TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.189,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 2000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641320/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11310 i9 2,4GHz, 32GB RAM, 4TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"4.919,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 4000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641337/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-11410 i9 2,4GHz, 32GB RAM, 8TB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"6.319,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 32 GB RAM | 8000 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641347/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
"Apple MacBook Pro 16"" - Space Grau 2019 CZ0XZ-12010 i9 2,4GHz, 64GB RAM, 512GB SSD, Radeon Pro 5500M, macOS - Touch Bar",-7,"3.959,99 €",,"40 cm (16"") 3072 x 1920 Pixel IPS glänzendes Display
 Intel® Core™ i9 (9. Generation) CPU
 AMD Radeon Pro 5500M 4096 MB Grafik
 64 GB RAM | 512 GB SSD
 macOS | Grau | 2 kg",https://media.nbb-cdn.de/images/products/640000/641350/MacBook_Pro16.jpg?size=2800,Notebook
,,,,,,Notebook
